##############################################################################
# Ransomware Tracker CSV Feed                                                #
# Generated on 2016-06-30 15:22:58 UTC                                       #
#                                                                            #
# For questions please refer to:                                             #
# https://ransomwaretracker.abuse.ch/feeds/                                  #
##############################################################################
#
# Firstseen (UTC),Threat,Malware,Host,URL,Status,Registrar,IP address(es),ASN(s),Country
"2016-03-22 15:32:11","Distribution Site","TeslaCrypt","grandaareyoucc.asia","http://grandaareyoucc.asia/70.exe","offline","PDR Ltd. d/b/a PublicDomainRegistry.com R28-ASIA (303)","","9318|701|701|11426|31272|31272|31272|31272|31272|31272|33894|49223|35816|47165|47165|15895|15895|15895|15895|15895|15895|15895|15895|15895|15895|15895",""
"2016-03-22 15:32:05","Distribution Site","TeslaCrypt","isityouereqq.com","http://isityouereqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","53755|57844|36352|16509|42910",""
"2016-03-22 15:31:59","Distribution Site","TeslaCrypt","isityouereqq.com","http://isityouereqq.com/85.exe","offline","KEY-SYSTEMS GMBH","","53755|57844|36352|16509|42910",""
"2016-03-22 15:31:54","Distribution Site","TeslaCrypt","isityouereqq.com","http://isityouereqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","53755|57844|36352|16509|42910",""
"2016-03-22 15:31:48","Distribution Site","TeslaCrypt","isityouereqq.com","http://isityouereqq.com/70.exe","offline","KEY-SYSTEMS GMBH","","53755|57844|36352|16509|42910",""
"2016-03-22 12:35:35","Distribution Site","Locky","toys.inspirr.computerline.hk","http://toys.inspirr.computerline.hk/system/logs/98h7b66gb.exe","offline","Web Commerce Communications Limited","91.135.76.69","41913","HK"
"2016-03-22 12:32:49","C2","Locky","195.64.154.126","http://195.64.154.126/main.php","offline","","195.64.154.126","197726","UA"
"2016-03-22 12:21:56","C2","TeslaCrypt","masterlegue.com","http://masterlegue.com/phsys.php","offline","TUCOWS DOMAINS INC.","62.210.83.56","12876","FR"
"2016-03-22 11:11:40","C2","TeslaCrypt","toolaria.com","http://toolaria.com/sysstr.php","offline","GODADDY.COM, LLC","160.153.49.102","26496","US"
"2016-03-22 08:25:07","C2","Locky","92.63.87.106","http://92.63.87.106/main.php","offline","","92.63.87.106","44575","LV"
"2016-03-22 07:24:54","Payment Site","TeslaCrypt","8b4bb47tiaolhy4uhhlfaqerg.sofarany.at","http://8b4bb47tiaolhy4uhhlfaqerg.sofarany.at/","offline","","","701|701|11426|11351|701|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|33894|49223|49223|35816|15895|15895|15895",""
"2016-03-21 13:50:37","C2","TeslaCrypt","tradinbow.com","http://tradinbow.com/phsys.php","offline","OVH","213.186.33.104","16276","FR"
"2016-03-21 13:03:00","C2","Locky","217.12.199.90","http://217.12.199.90/main.php","offline","","217.12.199.90","15626","UA"
"2016-03-21 06:52:26","Payment Site","TeslaCrypt","irudhkunrlfu25fhkaqw34blr5qlby4tgq43t.orrisbirth.com","http://irudhkunrlfu25fhkaqw34blr5qlby4tgq43t.orrisbirth.com/","offline","KEY-SYSTEMS GMBH","","58955|10029|8402|264651|55824|3633|3842|23520|40913|4538|6327|44217|7381|8473|50908|39642|196645",""
"2016-03-21 06:51:35","Payment Site","TeslaCrypt","g4dhhg53jsdjnnkjwjrfyiouh3o4u4th.vinerteen.com","http://g4dhhg53jsdjnnkjwjrfyiouh3o4u4th.vinerteen.com/","offline","KEY-SYSTEMS GMBH","","58955|10029|8402|264651|55824|3633|3842|23520|40913|4538|6327|44217|7381|8473|50908|39642|196645",""
"2016-03-21 06:48:04","Payment Site","TeslaCrypt","74nfnjhlq45nkgws4hbdbk45wekfjhqw4talefgnv.curryfort.at","http://74nfnjhlq45nkgws4hbdbk45wekfjhqw4talefgnv.curryfort.at/","offline","","","701|701|12271|11426|11351|701|701|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|33894",""
"2016-03-21 03:08:56","C2","Locky","nwcpgymgh.work","http://nwcpgymgh.work/main.php","offline","Regtime","5.34.183.21","15626","UA"
"2016-03-20 09:08:10","C2","TeslaCrypt","mkis.org","http://mkis.org/phsys.php","offline","Register.com, Inc.","50.87.127.96","46606","US"
"2016-03-19 23:39:55","C2","PayCrypt","promedia.co.in","http://promedia.co.in/system/config/stat/index.php","offline","GoDaddy.com, LLC (R101-AFIN)","192.185.21.126","20013|20013","US"
"2016-03-19 17:54:06","C2","Locky","46.148.20.46","http://46.148.20.46/main.php","offline","","46.148.20.46","50297","UA"
"2016-03-19 15:10:02","C2","TeslaCrypt","commonsenseprotection.com","http://commonsenseprotection.com/phsys.php","offline","GODADDY.COM, LLC","50.116.109.230","20013","US"
"2016-03-19 08:09:48","Payment Site","TeslaCrypt","94dbhbj3l4blaeyfgl7q45glbaer.giponfeste.at","http://94dbhbj3l4blaeyfgl7q45glbaer.giponfeste.at/","offline","","","701|701|12271|11426|11351|701|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|33894|49223|",""
"2016-03-19 08:09:16","Payment Site","TeslaCrypt","uhufnlsad7bhf4ykqfbevmxergwrth.himfinn.com","http://uhufnlsad7bhf4ykqfbevmxergwrth.himfinn.com/","offline","KEY-SYSTEMS GMBH","","10029|55824|7381|39642",""
"2016-03-18 18:32:14","C2","Locky","accemfsqovkd.pw","http://accemfsqovkd.pw/main.php","offline","Namecheap","","",""
"2016-03-18 17:51:55","C2","TeslaCrypt","classemgmt.testbada.com","http://classemgmt.testbada.com/phsys.php","offline","MEGAZONE CORP. DBA HOSTING.KR","115.94.157.252","3786","KR"
"2016-03-18 14:59:34","C2","TeslaCrypt","exaltation.info","http://exaltation.info/plugins/phsys.php","offline","Key-Systems GmbH","46.235.47.104","34233","NL"
"2016-03-18 14:10:12","Payment Site","TeslaCrypt","h5nuwefkuh134ljngkasdbasfg.corolbugan.com","http://h5nuwefkuh134ljngkasdbasfg.corolbugan.com/","offline","KEY-SYSTEMS GMBH","","58955|10029|8402|264651|55824|3633|3842|23520|40913|4538|6327|44217|7381|8473|50908|39642|196645",""
"2016-03-18 14:04:32","Payment Site","TeslaCrypt","p54dhkus4tlkfashdb6vjetgsdfg.greetingshere.at","http://p54dhkus4tlkfashdb6vjetgsdfg.greetingshere.at/","offline","","","701|701|12271|11426|11351|701|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|31272|33894|49223",""
"2016-03-18 13:56:58","Payment Site","TeslaCrypt","f4dsbjhb45wfiuqeib4fkqeg.meccaledgy.at","http://f4dsbjhb45wfiuqeib4fkqeg.meccaledgy.at/","offline","","","3842|36352|59550",""
"2016-03-18 13:34:43","C2","TeslaCrypt","resumosdenovela.net","http://resumosdenovela.net/phsys.php","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","108.167.185.237","20013","US"
"2016-03-17 18:22:01","C2","Locky","plfbvdrpvsm.pw","http://plfbvdrpvsm.pw/main.php","offline","Namecheap","208.100.26.234","32748","US"
"2016-03-17 07:14:00","C2","TeslaCrypt","shampooherbal.com","http://shampooherbal.com/phsys.php","offline","NAME.COM, INC.","104.128.239.91","7489","US"
"2016-03-16 23:48:25","C2","TeslaCrypt","joshsawyerdesign.com","http://joshsawyerdesign.com/wp-content/plugins/binstr.php","offline","GODADDY.COM, LLC","107.180.4.11","26496","US"
"2016-03-16 16:31:51","C2","Locky","51.254.181.122","http://51.254.181.122/main.php","offline","","51.254.181.122","16276","FR"
"2016-03-16 14:19:15","C2","TeslaCrypt","hmgame.net","http://hmgame.net/phsys.php","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","66.147.244.86","46606","US"
"2016-03-16 13:57:28","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.bestxprice.ch","http://3qbyaoohkcqkzrz6.bestxprice.ch/","offline","","","6870|57010",""
"2016-03-16 13:56:02","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.livecamshow.ch","http://3qbyaoohkcqkzrz6.livecamshow.ch/","offline","","","14576|201848",""
"2016-03-16 13:53:38","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.tormaster.fr","http://3qbyaoohkcqkzrz6.tormaster.fr/","offline","1API GmbH","","14576|45045",""
"2016-03-16 13:43:19","C2","Locky","51.255.107.8","http://51.255.107.8/main.php","offline","","51.255.107.8","16276","FR"
"2016-03-16 13:28:04","C2","TeslaCrypt","marketathart.com","http://marketathart.com/binstr.php","offline","CRAZY DOMAINS FZ-LLC","192.185.35.88","20013","US"
"2016-03-16 13:13:52","C2","Locky","91.195.12.187","http://91.195.12.187/main.php","offline","","91.195.12.187","57492","UA"
"2016-03-16 12:47:43","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.torstation.li","http://3qbyaoohkcqkzrz6.torstation.li/","offline","","","56694|12695",""
"2016-03-16 12:38:48","C2","TorrentLocker","dumberg.org","https://dumberg.org/","offline","Registrar of Domain Names REG.RU LLC","","48666|29182",""
"2016-03-16 10:21:14","C2","CTB-Locker","beedqybvjehzlud5.tor2web.org","https://beedqybvjehzlud5.tor2web.org/","unknown","Tucows Inc.","194.150.168.70","250","DE"
"2016-03-16 10:17:26","C2","TeslaCrypt","esbook.com","http://esbook.com/phsys.php","offline","ENOM, INC.","174.136.12.119","36024|36024","US"
"2016-03-16 09:57:30","Payment Site","TeslaCrypt","kkr4hbwdklf234bfl84uoqleflqwrfqwuelfh.brazabaya.com","http://kkr4hbwdklf234bfl84uoqleflqwrfqwuelfh.brazabaya.com/","offline","KEY-SYSTEMS GMBH","","58955|10029|8402|264651|55824|3633|3842|23520|40913|4538|6327|44217|7381|8473|50908|39642|196645",""
"2016-03-16 07:30:16","C2","TeslaCrypt","prodocument.co.uk","http://prodocument.co.uk/strbin.php","offline","GoDaddy.com, LLP.","67.23.226.169","33182","US"
"2016-03-16 07:29:55","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.torgate.es","http://3qbyaoohkcqkzrz6.torgate.es/","offline","","","58269|47196|29182",""
"2016-03-15 20:07:03","C2","Locky","188.127.231.116","http://188.127.231.116/main.php","offline","","188.127.231.116","56694","RU"
"2016-03-15 17:14:14","C2","Locky","37.139.27.52","http://37.139.27.52/main.php","offline","","37.139.27.52","200130","NL"
"2016-03-15 14:30:21","Distribution Site","Locky","hppl.net","http://hppl.net/87yg756f5.exe","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","98.131.204.1","32392","US"
"2016-03-15 14:30:12","Distribution Site","Locky","glslindia.com","http://glslindia.com/87yg756f5.exe","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","98.131.204.1","40034|40034|32392","US"
"2016-03-15 14:29:58","Distribution Site","Locky","gargsons.com","http://gargsons.com/87yg756f5.exe","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","98.131.204.1","32392","US"
"2016-03-15 14:29:43","Distribution Site","Locky","flaxxup.com","http://flaxxup.com/87yg756f5.exe","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","98.131.204.1","32392","US"
"2016-03-15 14:29:22","Distribution Site","Locky","demo.essarinfotech.net","http://demo.essarinfotech.net/87yg756f5.exe","offline","GODADDY.COM, LLC","98.131.204.1","32392","US"
"2016-03-15 14:29:07","Distribution Site","Locky","creditwallet.net","http://creditwallet.net/87yg756f5.exe","offline","GODADDY.COM, LLC","184.168.221.3","26496|54641","US"
"2016-03-15 14:28:59","Distribution Site","Locky","c001456.aaa.ididp.com","http://c001456.aaa.ididp.com/system/logs/87yg756f5.exe","offline","XIN NET TECHNOLOGY CORPORATION","58.96.174.203","10098","HK"
"2016-03-15 14:28:03","Distribution Site","Locky","alumaxgroup.in","http://alumaxgroup.in/87yg756f5.exe","offline","Webiq Domains Solutions Pvt. Ltd. (R131-AFIN)","98.131.204.1","32392","US"
"2016-03-15 14:26:42","Distribution Site","Locky","aimsande.com","http://aimsande.com/87yg756f5.exe","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","98.131.204.1","32392","US"
"2016-03-15 13:29:44","Payment Site","TorrentLocker","3qbyaoohkcqkzrz6.torplanet.eu","http://3qbyaoohkcqkzrz6.torplanet.eu/","offline","eNom, Inc","","14576",""
"2016-03-15 12:43:12","C2","Locky","51.255.107.10","http://51.255.107.10/main.php","offline","","51.255.107.10","16276","FR"
"2016-03-15 11:43:08","C2","TeslaCrypt","esbook.com","http://esbook.com/binstr.php","offline","ENOM, INC.","174.136.12.119","36024|36024","US"
"2016-03-15 08:11:48","C2","TeslaCrypt","nlhomegarden.com","http://nlhomegarden.com/strbin.php","offline","GODADDY.COM, LLC","107.180.50.210","26496","US"
"2016-03-15 07:51:18","C2","TeslaCrypt","emmy2015.com","http://emmy2015.com/strbin.php","offline","GODADDY.COM, LLC","107.180.50.183","26496","US"
"2016-03-15 07:38:30","Distribution Site","TeslaCrypt","imgointoeatnowcc.com","http://imgointoeatnowcc.com/80.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","701|701|12271|11426|11351|31272|31272|31272|31272|33894|47165|47165|47165|13118|13118|13118|13118|15895|15895|15895|15895|15895|28812|28812",""
"2016-03-15 07:38:26","Distribution Site","TeslaCrypt","imgointoeatnowcc.com","http://imgointoeatnowcc.com/69.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","701|701|12271|11426|11351|31272|31272|31272|31272|33894|47165|47165|47165|13118|13118|13118|13118|15895|15895|15895|15895|15895|28812|28812",""
"2016-03-15 07:38:17","Distribution Site","TeslaCrypt","giveitalltheresqq.com","http://giveitalltheresqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","8048|34397|14618|16509|42910",""
"2016-03-15 07:38:09","Distribution Site","TeslaCrypt","giveitalltheresqq.com","http://giveitalltheresqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","8048|34397|14618|16509|42910",""
"2016-03-14 15:40:53","C2","TeslaCrypt","kel52.com","http://kel52.com/wp-content/plugins/ajax-admin/binstr.php","offline","1&1 INTERNET SE","108.167.141.20","20013","US"
"2016-03-14 15:21:29","Distribution Site","TeslaCrypt","washitallawayff.com","http://washitallawayff.com/69.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","701|701|12271|11426|11351|701|31272|31272|31272|31272|33894|47165|47165|47165|13118|13118|13118|13118|13118|15895|15895|15895|15895",""
"2016-03-14 15:21:14","Distribution Site","TeslaCrypt","giveitallhereqq.com","http://giveitallhereqq.com/69.exe ","offline","KEY-SYSTEMS GMBH","","36352|8048|34397|14618|16509|42910",""
"2016-03-14 09:16:27","Distribution Site","TeslaCrypt","ohelloguyff.com","http://ohelloguyff.com/70.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","63294|8100|13179|8100|40824",""
"2016-03-14 09:15:12","Distribution Site","TeslaCrypt","bonjovijonqq.com","http://bonjovijonqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","36352|8048|34397|14618|16509|42910",""
"2016-03-14 07:49:12","Payment Site","TeslaCrypt","974gfbjhb23hbfkyfaby3byqlyuebvly5q254y.mendilobo.com","http://974gfbjhb23hbfkyfaby3byqlyuebvly5q254y.mendilobo.com/","offline","KEY-SYSTEMS GMBH","","10029|55824|28165|7381|39642",""
"2016-03-14 07:42:20","Payment Site","TeslaCrypt","a64gfdsjhb4htbiwaysbdvukyft5q.zobodine.at","http://a64gfdsjhb4htbiwaysbdvukyft5q.zobodine.at/","offline","","","8100|8100|393398|393398|3842|42831|36352|12260|59550",""
"2016-03-14 07:35:47","Distribution Site","TeslaCrypt","ohelloguyqq.com","http://ohelloguyqq.com/70.exe","offline","KEY-SYSTEMS GMBH","","36352|8048|34397|14618|16509|42910",""
"2016-03-14 07:35:41","Distribution Site","TeslaCrypt","ohelloguymyff.com","http://ohelloguymyff.com/85.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","63294|8100|13179|8100|40824",""
"2016-03-14 07:35:35","Distribution Site","TeslaCrypt","ohelloguyzzqq.com","http://ohelloguyzzqq.com/85.exe","online","KEY-SYSTEMS GMBH","","36352|8048|34397|14618|16509|42910",""
"2016-03-14 07:35:28","Distribution Site","TeslaCrypt","howisittomorrowff.com","http://howisittomorrowff.com/69.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","63294|8100|13179|8100|40824",""
"2016-03-14 07:34:34","Distribution Site","TeslaCrypt","bonjovijonqq.com","http://bonjovijonqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","36352|8048|34397|14618|16509|42910",""
"2016-03-14 06:34:28","C2","TeslaCrypt","198.1.95.93","http://198.1.95.93/~deveconomytravel/cache/binstr.php","offline","","","0",""
"2016-03-12 23:23:31","C2","PayCrypt","neyenirneicilir.com","http://neyenirneicilir.com/modules/mod_stats/pass/index.php","offline","NICS TELEKOMUNIKASYON TICARET LTD.STI.","94.73.150.190","34619","TR"
"2016-03-12 20:09:40","C2","PayCrypt","promedia.co.in","http://promedia.co.in/system/config/pass/index.php","offline","GoDaddy.com, LLC (R101-AFIN)","192.185.21.126","20013|20013","US"
"2016-03-12 10:21:42","C2","TeslaCrypt","controlfreaknetworks.com","http://controlfreaknetworks.com/dev/wp-content/uploads/2015/07/wcspng.php","offline","GODADDY.COM, LLC","97.74.249.1","26496","US"
"2016-03-12 09:43:43","C2","CryptoWall","oregonreversemortgage.com","http://oregonreversemortgage.com/Rwafp_.php","offline","NAMEPAL.COM, LLC","198.143.138.43","32475","US"
"2016-03-12 09:43:43","C2","CryptoWall","jambola.com","http://jambola.com/LuylWV.php","offline","123-REG LIMITED","208.109.189.88","26496","US"
"2016-03-12 09:23:26","C2","TeslaCrypt","shirongfeng.cn","http://shirongfeng.cn/images/lurd/wcspng.php","offline","浙江贰贰网络有限公司","103.254.148.121","133199","HK"
"2016-03-11 21:48:48","C2","Locky","91.234.32.192","http://91.234.32.192/main.php","offline","","91.234.32.192","56485","UA"
"2016-03-11 19:35:32","C2","Locky","91.219.30.254","http://91.219.30.254/main.php","offline","","91.219.30.254","3254","UA"
"2016-03-11 13:41:14","C2","Locky","31.184.196.75","http://31.184.196.75/main.php","offline","","31.184.196.75","44050","RU"
"2016-03-11 13:41:02","C2","TeslaCrypt","sappmtraining.com","http://sappmtraining.com/wp-includes/theme-compat/wcspng.php","offline","GODADDY.COM, LLC","166.62.4.223","26496","US"
"2016-03-11 13:04:14","Payment Site","TeslaCrypt","bfd45u8ehdklrfqwlhbhjbgqw.niptana.at","http://bfd45u8ehdklrfqwlhbhjbgqw.niptana.at/","offline","","","36352|8100|8100|393398|16276|16276|42831|36352|8175|8100",""
"2016-03-11 10:52:43","Distribution Site","Locky","www.momstav.com","http://www.momstav.com/087hg67","offline","CSL COMPUTER SERVICE LANGENBACH GMBH D/B/A JOKER.COM","178.217.244.11","51210","CZ"
"2016-03-11 10:52:08","Distribution Site","Locky","galit-law.co.il","http://galit-law.co.il/32tguynjk","offline","","62.219.197.70","8551|44709","IL"
"2016-03-11 10:51:57","Distribution Site","Locky","peterdickem.com","http://peterdickem.com/87745g","offline","WILD WEST DOMAINS, LLC","192.99.182.220","16276|27589","CA"
"2016-03-11 10:51:40","Distribution Site","Locky","nobilitas.cz","http://nobilitas.cz/0954t4h45","offline","REG-STABLE","88.86.120.181","39392","CZ"
"2016-03-11 10:51:28","Distribution Site","Locky","50.28.211.199","http://50.28.211.199/hdd0/89o8i76u5y4","offline","","","33070",""
"2016-03-11 10:51:12","Distribution Site","Locky","nro.gov.sd","http://nro.gov.sd/23r35y44y5","online","","197.254.225.100","33788|33788","SD"
"2016-03-11 10:20:49","Distribution Site","Locky","ghayatv.com","http://ghayatv.com/system/logs/uy78hn654e.exe","offline","DOMAIN.COM, LLC","","16276|19324",""
"2016-03-11 10:13:14","Distribution Site","TeslaCrypt","mommycantakeff.com","http://mommycantakeff.com/80.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","40824",""
"2016-03-11 10:13:06","Distribution Site","TeslaCrypt","mommycantakeff.com","http://mommycantakeff.com/69.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","40824",""
"2016-03-11 10:12:59","Distribution Site","TeslaCrypt","hellomississmithqq.com","http://hellomississmithqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","57172|4538|15149|16509|42910",""
"2016-03-11 10:12:49","Distribution Site","TeslaCrypt","hellomississmithqq.com","http://hellomississmithqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","57172|4538|15149|16509|42910",""
"2016-03-11 08:58:59","Payment Site","TeslaCrypt","kh5jfnvkk5twerfnku5twuilrnglnuw45yhlw.vealsithe.com","http://kh5jfnvkk5twerfnku5twuilrnglnuw45yhlw.vealsithe.com/ ","offline","KEY-SYSTEMS GMBH","","10029|55824|28165|7381|39642",""
"2016-03-11 06:52:31","C2","TeslaCrypt","vtechshop.net","http://vtechshop.net/wcspng.php","offline","GODADDY.COM, LLC","203.124.115.1","26496","SG"
"2016-03-11 06:47:47","Distribution Site","Locky","kaleofis.com","http://kaleofis.com/system/logs/98yhb764d.exe","offline","NICS TELEKOMUNIKASYON TICARET LTD.STI.","69.64.35.2","30083","US"
"2016-03-10 17:56:42","C2","Locky","31.184.196.78","http://31.184.196.78/main.php","offline","","31.184.196.78","44050","RU"
"2016-03-10 15:54:43","C2","TeslaCrypt","multibrandphone.com","http://multibrandphone.com/wp-content/themes/storefront/wcspng.php","offline","1&1 INTERNET SE","162.208.8.165","11878","US"
"2016-03-10 13:36:51","Payment Site","TeslaCrypt","irhng84nfaslbv243ljtblwqjrb.pinnafaon.at","http://irhng84nfaslbv243ljtblwqjrb.pinnafaon.at/","offline","","","36352|8100|8100|393398|63294|16276|16276|42831|36352|8175|8100",""
"2016-03-10 13:35:50","Payment Site","TeslaCrypt","rbg4hfbilrf7to452p89hrfq.boonmower.com","http://rbg4hfbilrf7to452p89hrfq.boonmower.com/","offline","KEY-SYSTEMS GMBH","","10029|55824|28165|7381|39642",""
"2016-03-10 12:32:09","C2","TeslaCrypt","tele-channel.com","http://tele-channel.com/wp-admin/maint/wcspng.php","offline","REALTIME REGISTER BV","178.162.214.146","28753","DE"
"2016-03-10 11:40:56","C2","Locky","91.234.33.149","http://91.234.33.149/main.php","offline","","91.234.33.149","56485","UA"
"2016-03-10 11:18:23","C2","TorrentLocker","vitrok.org","https://vitrok.org/","offline","Registrar of Domain Names REG.RU LLC","","58269|15756",""
"2016-03-10 10:52:04","Distribution Site","Locky","xn--b1afonddk2l.xn--p1ai","http://xn--b1afonddk2l.xn--p1ai/system/logs/7t6f65g.exe","offline","","","16276",""
"2016-03-10 10:51:34","Distribution Site","Locky","ncrweb.in","http://ncrweb.in/system/logs/7t6f65g.exe","offline","Webiq Domains Solutions Pvt. Ltd. (R131-AFIN)","103.224.241.132","133296","IN"
"2016-03-10 10:51:14","Distribution Site","Locky","iwear.md","http://iwear.md/system/logs/7t6f65g.exe","offline","","195.178.106.125","44388","MD"
"2016-03-10 10:50:53","Distribution Site","Locky","fortyseven.com.ar","http://fortyseven.com.ar/system/logs/7t6f65g.exe","offline","","162.221.186.74","33182|32475","US"
"2016-03-10 10:50:25","Distribution Site","Locky","fashion-boutique.com.ua","http://fashion-boutique.com.ua/system/logs/7t6f65g.exe","offline","ua.nic","185.65.245.177","200000","UA"
"2016-03-10 06:39:57","C2","CryptoWall","gibdd.ws","http://gibdd.ws/J7D65p.php","offline","Regtime.net Ltd.","178.208.83.11","35415","RU"
"2016-03-10 06:39:57","C2","CryptoWall","anoukdelecluse.nl","http://anoukdelecluse.nl/lGZLB1.php","offline","Hosting2GO B.V.","83.137.194.20","34233","NL"
"2016-03-10 05:51:28","C2","TeslaCrypt","specializedaccess.co.uk","http://specializedaccess.co.uk/wp-content/uploads/2015/09/wstr.php","offline","Namesco Limited","85.233.160.146","8622","GB"
"2016-03-09 20:39:39","C2","Locky","151.236.14.51","http://151.236.14.51/main.php","offline","","151.236.14.51","43350","NL"
"2016-03-09 19:25:25","C2","Locky","egovrxvuspxck.be","http://egovrxvuspxck.be/main.php","offline","101Domain, Inc.","195.22.26.248","8426","PT"
"2016-03-09 19:25:25","C2","Locky","bqbbsfdw.be","http://bqbbsfdw.be/main.php","offline","101Domain, Inc.","195.22.28.199","8426","PT"
"2016-03-09 19:25:25","C2","Locky","78.40.108.39","http://78.40.108.39/main.php","offline","","78.40.108.39","48716","KZ"
"2016-03-09 17:40:16","C2","CryptoWall","marciogerhardtsouza.com.br","http://marciogerhardtsouza.com.br/mPCsDz.php","offline","","186.202.153.14","27715","BR"
"2016-03-09 16:23:34","C2","TeslaCrypt","cam-itour.info","http://cam-itour.info/users/28c4fe1/wstr.php","offline","GoDaddy.com, LLC","188.40.132.132","24940","DE"
"2016-03-09 16:23:34","C2","TeslaCrypt","ahlanmedicalcentre.com","http://ahlanmedicalcentre.com/wp-content/uploads/wstr.php","offline","GODADDY.COM, LLC","184.168.47.225","26496","US"
"2016-03-09 15:02:24","C2","Locky","91.195.12.131","http://91.195.12.131/main.php","offline","","91.195.12.131","57492","UA"
"2016-03-09 12:49:05","Distribution Site","Locky","www.ekowen.sk","http://www.ekowen.sk/09y8j","offline","","147.213.4.6","2607","SK"
"2016-03-09 12:48:47","Distribution Site","Locky","shofukai.web.fc2.com","http://shofukai.web.fc2.com/23rt54y56","offline","INSTRA CORPORATION PTY, LTD.","208.71.106.61","40263","US"
"2016-03-09 12:48:30","Distribution Site","Locky","saachi.co","http://saachi.co/system/logs/43ghy8n","offline","GODADDY.COM, INC.","","14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|14618|29873",""
"2016-03-09 12:48:13","Distribution Site","Locky","planetarchery.com.au","http://planetarchery.com.au/system/logs/q32r45g54","offline","TPP Wholesale Pty Ltd","103.240.88.28","38880","AU"
"2016-03-09 12:47:58","Distribution Site","Locky","myonlinedeals.pk","http://myonlinedeals.pk/system/logs/43d5f67n8","offline","","146.185.16.123","29302|32244","GB"
"2016-03-09 12:47:41","Distribution Site","Locky","hipnotixx.com","http://hipnotixx.com/27h8n","offline","123-REG LIMITED","94.136.40.103","20738","GB"
"2016-03-09 12:47:27","Distribution Site","Locky","ari-ev.com","http://ari-ev.com/system/logs/765uy453gt5","offline","TUCOWS DOMAINS INC.","","34619",""
"2016-03-09 12:47:10","Distribution Site","Locky","nguoitieudungthongthai.com","http://nguoitieudungthongthai.com/system/logs/987i6u5y4t","offline","ONLINENIC, INC.","112.213.89.162","45544","VN"
"2016-03-09 12:46:44","Distribution Site","Locky","ihsanind.com","http://ihsanind.com/system/logs/87jhg44g5","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","149.56.130.137","16276|16276","US"
"2016-03-09 12:06:09","C2","TorrentLocker","sfasdik.com","https://sfasdik.com/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","14576|49505",""
"2016-03-09 11:56:20","C2","Locky","37.235.53.18","http://37.235.53.18/main.php","offline","","37.235.53.18","39020","ES"
"2016-03-09 10:01:19","C2","TorrentLocker","vizkore.biz","https://vizkore.biz/","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","","24940",""
"2016-03-09 10:01:05","C2","TorrentLocker","cerbyk.org","https://cerbyk.org/","offline","Registrar of Domain Names REG.RU LLC","","24940",""
"2016-03-09 10:00:59","C2","TorrentLocker","hgdre.org","https://hgdre.org/","offline","Registrar of Domain Names REG.RU LLC","","24940",""
